family,case,tier,fixture_bytes,fixture_files,fixture_profile,seed,sample_count,timer,elapsed_ns,status,verification,target_ns,target_status,preparation_wall_ns,command_wall_ns,create_ns,exec_ns,sdk_edit_ns,commit_ns,visibility_ns,end_ns,host_peak_rss_bytes,container_peak_bytes,host_cpu_ns,host_cpu_scope,container_cpu_ns,verification_wall_seconds,apply_ns,git_first_status_ns,git_diff_ns,git_add_ns,git_cached_check_ns,git_commit_ns,git_final_status_ns,previous_elapsed_ns,difference_ns,difference_percent,resource_status,cleanup_status,cleanup_wall_ns,source_identity,product_identity,harness_identity,input_identity,image,proof_evidence,evidence,comparison_eligibility,comparison_reason,historical_checkpoint
payload_create_read,payload-create-1m-compact-v2,1,0,0,compact-low-tier-v2,1,1,pure_call_sum_ns,32793624,PASS,PASS,15000000000,PASS,647710750,443426375,9404125,9790791,,10851333,69000,2678375,13467648,8531968,37690416,host process after-product minus before counters,22995000,1.9868718750076368,,,,,,,,28837459,3956165,13.718840484523966,PASS,PASS,344543583,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,fd07ace3525b0580c3b99a68675bfd51139418e7f466eddc8b6fc1e9a9dbac08,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-create-1m-compact-v2/verification.json,performance/payload_create_read/payload-create-1m-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-create-10m-compact-v2,10,0,0,compact-low-tier-v2,1,1,pure_call_sum_ns,84415708,PASS,PASS,15000000000,PASS,579968750,439740750,8321709,33569875,,39713458,67041,2743625,29573120,10117120,87518542,host process after-product minus before counters,30882000,2.2637014580104733,,,,,,,,91556041,-7140333,-7.798866051886188,PASS,PASS,355666917,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,4f0a670fc6f9e4beacdde97ee2cfcc4e9c17f22d93ff5e67cdb2c2ca5a6639e3,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-create-10m-compact-v2/verification.json,performance/payload_create_read/payload-create-10m-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-create-100m,100,0,0,registered-fixture,1,1,pure_call_sum_ns,662002582,PASS,PASS,15000000000,PASS,696859292,1124662959,8321625,282778000,,361894875,96291,8911791,57262080,12603392,585747291,host process after-product minus before counters,189974000,3.9128714580001542,,,,,,,,682771167,-20768585,-3.0418075636166986,PASS,PASS,400011875,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,36fde02efe1c65803bb5943593b9896b59e02b98f7b369a56f349a4613d40f1f,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-create-100m/verification.json,performance/payload_create_read/payload-create-100m/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-create-500m,500,0,0,registered-fixture,1,1,pure_call_sum_ns,2701167542,PASS,PASS,15000000000,PASS,628893667,3348548209,8546291,1215712792,,1468741417,102750,8064292,58228736,13135872,2484299207,host process after-product minus before counters,469194000,11.078752832996543,,,,,,,,3068249542,-367082000,-11.963889995750547,PASS,PASS,421858625,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,24934b53f5e2f462510a2cbe05cd74e0c2237120d5897229adf476b483906a99,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-create-500m/verification.json,performance/payload_create_read/payload-create-500m/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-random-read-1-compact-v2,1,1048576,1,compact-low-tier-v2,1,1,pure_call_sum_ns,17123751,PASS,PASS,15000000000,PASS,648819041,390449292,8982333,3689334,,1872542,150125,2429417,8077312,5918720,29849292,host process after-product minus before counters,19693000,2.1241928749950603,,,,,,,,14584500,2539251,17.410614008022215,PASS,PASS,350507666,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,38e00c73a990323831ffa8398094b654cebbe7a2af0ab162d0939888a4e69455,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-random-read-1-compact-v2/verification.json,performance/payload_create_read/payload-random-read-1-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-random-read-10-compact-v2,10,10485760,1,compact-low-tier-v2,1,1,pure_call_sum_ns,22835958,PASS,PASS,15000000000,PASS,840959209,391969417,9517167,8952333,,1713000,78000,2575458,10190848,5636096,33367458,host process after-product minus before counters,21552000,2.488251750008203,,,,,,,,17420292,5415666,31.088261895954442,PASS,PASS,361952125,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,fc1e3010b06ad7e25bc9ac0be6cfd436ba617f484dac4ac5bed5fdecc02f40a0,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-random-read-10-compact-v2/verification.json,performance/payload_create_read/payload-random-read-10-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-random-read-100,100,524288000,1,registered-fixture,1,1,pure_call_sum_ns,64856375,PASS,PASS,15000000000,PASS,8472920375,549706625,8068625,52621500,,1798750,76541,2290959,30916608,5660672,87078416,host process after-product minus before counters,30448000,16.31882716700784,,,,,,,,56396250,8460125,15.00121905268524,PASS,PASS,709173500,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,29d0297ea26c5b24d313d17b61157f1a5737a091a0bb6611f9568d0763f8a1dd,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-random-read-100/verification.json,performance/payload_create_read/payload-random-read-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
payload_create_read,payload-random-read-500,500,524288000,1,registered-fixture,1,1,pure_call_sum_ns,259409875,PASS,PASS,15000000000,PASS,2284327166,709334708,8620417,245249750,,2357125,84292,3098291,45432832,12042240,162618500,host process after-product minus before counters,71947000,9.802170583992847,,,,,,,,219687084,39722791,18.081532276153293,PASS,PASS,750280250,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,9617a664386ac9453b520f0a86ce739d26f9a84d4dfc9050eb469c6ecfe597e3,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/payload_create_read/payload-random-read-500/verification.json,performance/payload_create_read/payload-random-read-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-exact-1-compact-v2,1,1048576,1,compact-low-tier-v2,1,1,pure_call_sum_ns,36174457,PASS,PASS,15000000000,PASS,640277667,431534250,9486208,13923333,,9501542,91583,3171791,12615680,7831552,38071208,host process after-product minus before counters,23661000,2.863152333011385,,,,,,,,31563458,4610999,14.60866233351238,PASS,PASS,343698292,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,5daeae93a23255c39e9276017e14d78a545bbb684b9c6400928f4fbb1f653e49,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-exact-1-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-1-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-exact-10-compact-v2,10,10485760,10,compact-low-tier-v2,1,1,pure_call_sum_ns,94423792,PASS,PASS,15000000000,PASS,955406750,489003208,8759417,49605292,,32667166,70709,3321208,26640384,10739712,93538625,host process after-product minus before counters,38820000,2.3816247079957975,,,,,,,,109324875,-14901083,-13.630093791554758,PASS,PASS,353684458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,770d1f91a4a1be8c832f7db61822e9825fe1dc542ad8e1d4fc8a2a2d72a278dd,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-exact-10-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-10-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-exact-100,100,134217728,128,registered-fixture,1,1,pure_call_sum_ns,718355875,PASS,PASS,15000000000,PASS,2664201500,1172530959,10565458,418488333,,282593042,80833,6628209,57540608,13160448,604011666,host process after-product minus before counters,158093000,8.367592041991884,,,,,,,,840527750,-122171875,-14.535138786316097,PASS,PASS,467416458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,507b6d0d3bcb7b1ea8363690c4f9f5f34c0bd0867300315f66b8ec6048d25fcd,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-exact-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-exact-500,500,134217728,128,registered-fixture,1,1,pure_call_sum_ns,3925196458,PASS,PASS,15000000000,PASS,1028850625,4367664208,10610458,2614094875,,1293431167,85458,6974500,59195392,13406208,2988200041,host process after-product minus before counters,751370000,16.019578208986786,,,,,,,,4296598375,-371401917,-8.64409201383641,PASS,PASS,443608458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,f0335a29f3cdb43bcacef5dc85544bfb663da9ccb0ba5ed975b68644065ef4d4,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-exact-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-local-1-compact-v2,1,1048576,1,compact-low-tier-v2,1,1,pure_call_sum_ns,31678749,PASS,PASS,15000000000,PASS,578961292,392513958,8122250,11497541,,9399875,74083,2585000,12992512,7544832,35866499,host process after-product minus before counters,22911000,1.837970624997979,,,,,,,,30610293,1068456,3.4905121620364756,PASS,PASS,354978292,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,60f9c1140c874f07a8fb0e4a253e431c7f6662dd06f0ddfd80a08e08cf40a14d,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-local-1-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-1-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-local-10-compact-v2,10,10485760,10,compact-low-tier-v2,1,1,pure_call_sum_ns,95429584,PASS,PASS,15000000000,PASS,669151083,442264667,9212292,49561917,,33062750,100000,3492625,27770880,10813440,91879166,host process after-product minus before counters,35985000,2.26244420799776,,,,,,,,103153458,-7723874,-7.487750919605623,PASS,PASS,351817125,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,ae192281371b6f6232fedca349f4e6b27b0d9bfa034bee37f2a3b64b5a82cdef,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-local-10-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-10-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-local-100,100,134217728,128,registered-fixture,1,1,pure_call_sum_ns,793132584,PASS,PASS,15000000000,PASS,1076489500,1232248125,10103958,437884583,,337872042,94209,7177792,60325888,12357632,620007125,host process after-product minus before counters,163622000,6.718023249995895,,,,,,,,808387126,-15254542,-1.8870342573961278,PASS,PASS,436936667,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,3c68471f6c29ae8ca6a1dada1807cb4d55d5eddbdd8c8ef04cd239a3482a0864,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-local-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-local-500,500,134217728,128,registered-fixture,1,1,pure_call_sum_ns,3973389666,PASS,PASS,15000000000,PASS,1124845584,4407949709,10793083,2576972042,,1380216583,99458,5308500,62816256,13488128,3082063749,host process after-product minus before counters,757677000,16.468694416005746,,,,,,,,4307360416,-333970750,-7.753489788303798,PASS,PASS,439060458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,8b8d3201af3de16dc3536e12f4bc986490253640376835751fc7f9f77c10f31d,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-local-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-1-compact-v2,1,1048576,1,compact-low-tier-v2,1,1,pure_call_sum_ns,37898958,PASS,PASS,15000000000,PASS,644805250,441637666,10170291,13681542,,10871125,83959,3092041,14761984,7598080,43371333,host process after-product minus before counters,25411000,1.810568000000785,,,,,,,,27475043,10423915,37.93957665507566,PASS,PASS,347147042,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,df72f3c2409d2a277d35b695a2e9ba4f799dbf4955427ece6b0b3d3bcb063742,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-1-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-1-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-10-compact-v2,10,10485760,10,compact-low-tier-v2,1,1,pure_call_sum_ns,105688210,PASS,PASS,15000000000,PASS,676523834,496339625,7803000,52313209,,41974709,74125,3523167,33980416,10506240,103100541,host process after-product minus before counters,38577000,2.2860012499877485,,,,,,,,95669332,10018878,10.472403005803365,PASS,PASS,355677416,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,ac027071d5c9f1402365bd26d0386dec2eb8a5f0d4f60ee0ad54348d514954ca,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-10-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-10-compact-v2/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-100,100,134217728,128,registered-fixture,1,1,pure_call_sum_ns,831453625,PASS,PASS,15000000000,PASS,1192586000,1274545834,9774625,455037791,,360944000,94792,5602417,62111744,12992512,618368708,host process after-product minus before counters,174156000,6.692703166001593,,,,,,,,768004167,63449458,8.261603351430773,PASS,PASS,448294500,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,2ef10675997543dd399405870d14c7640f23bc2e1618680b2690e13df7c48393,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-500,500,134217728,128,registered-fixture,1,1,pure_call_sum_ns,3936558000,PASS,PASS,15000000000,PASS,1019970375,4470163000,11464167,2575200750,,1343395625,81708,6415750,64372736,13557760,3040777292,host process after-product minus before counters,758310000,17.145474666001974,,,,,,,,4319934208,-383376208,-8.87458441589303,PASS,PASS,482455042,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,41443eff0245114ad5ddf43b3f30351c1fefd32b9eb4c9c91251f40b030c4bb5,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-1-base128-v3,1,134217728,128,registered-fixture,1,1,pure_call_sum_ns,32976207,PASS,PASS,15000000000,PASS,1013098917,451618959,9817666,10413625,,10118458,61875,2564583,17989632,7491584,61478001,host process after-product minus before counters,22874000,4.6470338749932125,,,,,,,,33382084,-405877,-1.2158527909761416,PASS,PASS,448515167,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,01e1a5de1e0c171229cb8d32062faf73a75e23ee591c04593f29241223e06012,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-1-base128-v3/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-1-base128-v3/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_workspace_reuse,dedup-workspace-unique-10-base128-v3,10,134217728,128,registered-fixture,1,1,pure_call_sum_ns,106992709,PASS,PASS,15000000000,PASS,1021003667,547873750,9088250,48255584,,46166709,103000,3379166,37371904,10801152,123666917,host process after-product minus before counters,39618000,4.78530824999325,,,,,,,,103006542,3986167,3.869819258664173,PASS,PASS,442950459,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,db3984a3d44bf1f1ec13086c69880534a8bfb6786b80b98963e340d6fc089198,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_workspace_reuse/dedup-workspace-unique-10-base128-v3/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-10-base128-v3/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cross_file,dedup-cross-file-anchor-1,1,1048576,1,registered-fixture,1,1,pure_call_sum_ns,6507500,PASS,PASS,15000000000,PASS,706812375,389274625,,,,,,,14663680,5599232,,unavailable: no host CPU counter in this route receipt,13646000,1.8088304170087213,,,,,,,,3808291,2699209,70.87717298914394,PASS,PASS,341891959,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,55c77b1a2ea14ecd3793917645738a65888d320999576f031f655ee225c10f97,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cross_file/dedup-cross-file-anchor-1/verification.json,performance/dedup_cross_file/dedup-cross-file-anchor-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cross_file,dedup-cross-file-unique-10,10,10485760,10,registered-fixture,1,1,pure_call_sum_ns,33043916,PASS,PASS,15000000000,PASS,9122191000,435565458,,,,,,,31997952,5398528,,unavailable: no host CPU counter in this route receipt,15055000,2.0889084999944316,,,,,,,,22389542,10654374,47.58638653707164,PASS,PASS,351649375,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,d996fec285db3e48a22ad76e6862f7e7aee05bb3817ed7fd1be72973c3109910,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cross_file/dedup-cross-file-unique-10/verification.json,performance/dedup_cross_file/dedup-cross-file-unique-10/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
