family,case,tier,fixture_bytes,fixture_files,fixture_profile,seed,sample_count,timer,elapsed_ns,status,verification,target_ns,target_status,preparation_wall_ns,command_wall_ns,create_ns,exec_ns,sdk_edit_ns,commit_ns,visibility_ns,end_ns,host_peak_rss_bytes,container_peak_bytes,host_cpu_ns,host_cpu_scope,container_cpu_ns,verification_wall_seconds,apply_ns,git_first_status_ns,git_diff_ns,git_add_ns,git_cached_check_ns,git_commit_ns,git_final_status_ns,previous_elapsed_ns,difference_ns,difference_percent,resource_status,cleanup_status,cleanup_wall_ns,source_identity,product_identity,harness_identity,input_identity,image,proof_evidence,evidence,comparison_eligibility,comparison_reason,historical_checkpoint
dedup_cdc_locality,dedup-cdc-common-body-100,100,105906176,101,registered-fixture,1,1,pure_call_sum_ns,189509833,PASS,PASS,15000000000,PASS,2036623625,550828083,,,,,,,60588032,5394432,,unavailable: no host CPU counter in this route receipt,13950000,5.499138500003028,,,,,,,,58208209,131301624,225.572348395052,PASS,PASS,347150708,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,0cbd0081c23afe07dd7abc8ff800eecf6e4b6a8035f48f722bafe95b8d37d6fa,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-common-body-100/verification.json,performance/dedup_cdc_locality/dedup-cdc-common-body-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cdc_locality,dedup-cdc-common-body-500,500,525336576,501,registered-fixture,1,1,pure_call_sum_ns,990060125,PASS,PASS,15000000000,PASS,7955023125,1388517875,,,,,,,63897600,5423104,,unavailable: no host CPU counter in this route receipt,15320000,19.990675708992057,,,,,,,,244350083,745710042,305.181006220489,PASS,PASS,398224292,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,473212c9eeb6d7e648334c1b5a3740d65b6c58397491e914efe09d62df7b7265,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-common-body-500/verification.json,performance/dedup_cdc_locality/dedup-cdc-common-body-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cdc_locality,dedup-cdc-scattered-1,1,2097152,2,registered-fixture,1,1,pure_call_sum_ns,8233292,PASS,PASS,15000000000,PASS,674900791,393080291,,,,,,,18317312,5656576,,unavailable: no host CPU counter in this route receipt,12623000,1.9648935000004712,,,,,,,,4647500,3585792,77.15528778913394,PASS,PASS,345013417,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,bf6574b4204b59d715514d6c12e7b701779357adab5f2f893ee8d560fc453f10,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-scattered-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cdc_locality,dedup-cdc-scattered-10,10,11534336,11,registered-fixture,1,1,pure_call_sum_ns,34552500,PASS,PASS,15000000000,PASS,797819542,395820416,,,,,,,35094528,5967872,,unavailable: no host CPU counter in this route receipt,14137000,2.218973625000217,,,,,,,,23469041,11083459,47.225870882410575,PASS,PASS,408550000,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,092b8b457a9d1505001a2acf47597a3a7aa22cde13226d2ddb140824861e3384,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-scattered-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-10/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cdc_locality,dedup-cdc-scattered-100,100,105906176,101,registered-fixture,1,1,pure_call_sum_ns,306408500,PASS,PASS,15000000000,PASS,2141798292,712488375,,,,,,,63750144,6205440,,unavailable: no host CPU counter in this route receipt,15997000,6.17798487500113,,,,,,,,89368333,217040167,242.86026125160015,PASS,PASS,350282333,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,3efbef6426d1ab2d3e47878f09b93b4010e09802b3c85ed5dba93b283b2b9ba5,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-scattered-100/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-100/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
dedup_cdc_locality,dedup-cdc-scattered-500,500,525336576,501,registered-fixture,1,1,pure_call_sum_ns,1332843667,PASS,PASS,15000000000,PASS,8724982667,1867043334,,,,,,,66060288,5361664,,unavailable: no host CPU counter in this route receipt,14135000,22.8749262909987,,,,,,,,483006833,849836834,175.9471659482714,PASS,PASS,361329667,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,f7f79d4fd8626d625789f7fb4ea4159683e942d472f6fa6ccd23f44ae965b9ed,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/dedup_cdc_locality/dedup-cdc-scattered-500/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-500/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-head-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,1,1,edit_commit_ns,7944708,PASS,PASS,15000000000,PASS,877334208,383246792,9935791,,1925541,6019167,113334,2691125,31440896,5390336,,unavailable: no host CPU counter in this route receipt,43423000,1.8475475419982104,,,,,,,,5777000,2167708,37.52307425999654,PASS,PASS,347513625,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,6e0189b85940c6d85d324c8cd2044ed4bc8c879254603ae3748324f342b086a3,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-head-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-1mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-head-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,1,1,edit_commit_ns,8576458,PASS,PASS,15000000000,PASS,1018428958,391324833,9216125,,2227083,6349375,82834,2630250,31064064,7786496,,unavailable: no host CPU counter in this route receipt,43718000,1.980406167000183,,,,,,,,6154125,2422333,39.36112769890114,PASS,PASS,347686125,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,91c673626d6c315eb9dac51ad34147a81416abddc500004692c923a2710dcafb,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-head-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-10mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-head-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,1,1,edit_commit_ns,7944583,PASS,PASS,15000000000,PASS,2440877541,389475583,7472750,,2194208,5750375,116583,2696542,31014912,5390336,,unavailable: no host CPU counter in this route receipt,42526000,3.8586084579874296,,,,,,,,6651583,1293000,19.43898166797287,PASS,PASS,419328458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,04f1a5015e6ecca0cbdee33612b34313129d5a2ada561c205dad625ca1273ba2,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-head-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-100mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-head-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,1,1,edit_commit_ns,9620167,PASS,PASS,15000000000,PASS,8729945666,448775042,8727083,,2420417,7199750,99500,3191542,30851072,5939200,,unavailable: no host CPU counter in this route receipt,47735000,10.954548583002179,,,,,,,,8411084,1209083,14.374877245311069,PASS,PASS,685682584,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,b717ade0dce8a5c3311add41a4f08f25e627077120710d56c5310606ba158e10,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-head-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-500mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-middle-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,1,1,edit_commit_ns,7083666,PASS,PASS,15000000000,PASS,559179166,388657916,8883000,,1985583,5098083,112125,2829667,30654464,5660672,,unavailable: no host CPU counter in this route receipt,41557000,1.7929103339993162,,,,,,,,6138666,945000,15.394224087122511,PASS,PASS,342244166,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,575bfaa072456a2b646f4dca578f48853991abe65a286290fea27dced496b72e,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-middle-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-1mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-middle-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,1,1,edit_commit_ns,12248792,PASS,PASS,15000000000,PASS,650845959,436624666,9137458,,4103917,8144875,114500,3172958,31358976,5648384,,unavailable: no host CPU counter in this route receipt,54924000,1.8630845000006957,,,,,,,,5924958,6323834,106.73213210962845,PASS,PASS,405619750,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,c6d1cb4df675e65eb42bc087a72e18033b7e17d7b370718c03923c841fba8317,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-middle-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-10mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-middle-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,1,1,edit_commit_ns,9383375,PASS,PASS,15000000000,PASS,937164875,441306625,10575625,,2277125,7106250,93042,2574209,31162368,5959680,,unavailable: no host CPU counter in this route receipt,48014000,2.149253249997855,,,,,,,,6188333,3195042,51.63009165796346,PASS,PASS,403206584,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,31147a53c9f249b19cbb315a6b6978b9203b06bd9c5e45296c894c89e74bc230,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-middle-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-100mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-middle-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,1,1,edit_commit_ns,11123125,PASS,PASS,15000000000,PASS,2338219292,500356959,7958667,,2530708,8592417,118000,3417166,30982144,5603328,,unavailable: no host CPU counter in this route receipt,52285000,3.8273802079929737,,,,,,,,7174000,3949125,55.04774184555339,PASS,PASS,706909875,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,2a3c1be555b979c65cdc091ca11a705bc63c668b82468a1ebd5890e476a060fb,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-middle-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-500mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-tail-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,1,1,edit_commit_ns,7900875,PASS,PASS,15000000000,PASS,564307000,438990375,9015250,,1906917,5993958,103209,3075917,31080448,5668864,,unavailable: no host CPU counter in this route receipt,43422000,1.6417941660038196,,,,,,,,6112375,1788500,29.26031207182151,PASS,PASS,358886458,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,3e3ad18c0d9708812230fd5273fe91559bf208e019d9f54bb5e9e990fb37e653,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-tail-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-1mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-tail-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,1,1,edit_commit_ns,8920709,PASS,PASS,15000000000,PASS,582395958,434549292,10020208,,2463667,6457042,117500,3024333,31096832,5918720,,unavailable: no host CPU counter in this route receipt,46085000,1.7036557500105118,,,,,,,,7265084,1655625,22.788793632668252,PASS,PASS,359416125,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,c259e1639e262648f7dda0f4012dbe6273d6a426f25c0c2dd7b484f4eb3a0d65,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-tail-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-10mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-tail-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,1,1,edit_commit_ns,9244042,PASS,PASS,15000000000,PASS,828286958,440169875,10967334,,2403750,6840292,102042,3191000,30785536,5136384,,unavailable: no host CPU counter in this route receipt,48792000,2.2169682920066407,,,,,,,,7631041,1613001,21.137365137993623,PASS,PASS,471064291,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,11bfddf5a931778690a9c0a08c254424ce56111520d3fb63bae8174045ed67ca,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-tail-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-100mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_preserving,overwrite-tail-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,1,1,edit_commit_ns,10039333,PASS,PASS,15000000000,PASS,2436155458,446950583,8141500,,2294208,7745125,103458,2725458,30949376,5693440,,unavailable: no host CPU counter in this route receipt,47504000,3.964256541003124,,,,,,,,9377875,661458,7.053388960718713,PASS,PASS,736673250,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,42c93bb2a96cedf2a3018daf379e44be58b14dfb568819543938c77f7107d59d,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_preserving/overwrite-tail-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-500mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,insert-middle-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,1,1,edit_commit_ns,8821542,PASS,PASS,15000000000,PASS,552388042,394901208,8922791,,2131417,6690125,158500,3378250,31113216,7495680,,unavailable: no host CPU counter in this route receipt,47098000,1.7774745839997195,,,,,,,,5589750,3231792,57.816396082114586,PASS,PASS,350237041,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,db9f23b1087de515f1c26e57b4905d1124538573fc82bde618faa8334a42a64b,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/insert-middle-4k-on-1mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-1mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,insert-middle-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,1,1,edit_commit_ns,9766500,PASS,PASS,15000000000,PASS,648953542,443596833,9561167,,2438625,7327875,145041,4017875,31047680,5398528,,unavailable: no host CPU counter in this route receipt,52195000,1.888940459000878,,,,,,,,7396250,2370250,32.04664525942201,PASS,PASS,407975167,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,7fb65de42afb9366cb871e5477b91bf2a1dc57a19f457accb91b0685371db478,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/insert-middle-4k-on-10mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-10mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,insert-middle-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,1,1,edit_commit_ns,10678584,PASS,PASS,15000000000,PASS,1042902083,442549292,10272167,,2447875,8230709,125667,4310833,30949376,5414912,,unavailable: no host CPU counter in this route receipt,53616000,2.236307749990374,,,,,,,,12439416,-1760832,-14.155262594321147,PASS,PASS,424557583,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,190bcbe35ba33206debf7a7e6a3958cf37d5fc63fda63fecb34f713b9630d41d,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/insert-middle-4k-on-100mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-100mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,insert-middle-4k-on-500mib-result-capped-v2-ops-1,500,524283904,1,registered-fixture,1,1,edit_commit_ns,9689791,PASS,PASS,15000000000,PASS,8710771041,444076083,8538625,,1995666,7694125,140417,3131625,31129600,5136384,,unavailable: no host CPU counter in this route receipt,50009000,10.592876084003365,,,,,,,,18010583,-8320792,-46.19945950666894,PASS,PASS,696360208,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,985aadfbba77bf4db982cb018cf24d2ab02994d373a8d59355b5391520a285bc,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/insert-middle-4k-on-500mib-result-capped-v2-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-500mib-result-capped-v2-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,delete-middle-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,1,1,edit_commit_ns,9299541,PASS,PASS,15000000000,PASS,630837583,449759208,10130375,,2474333,6825208,138000,5751042,31064064,5685248,,unavailable: no host CPU counter in this route receipt,52596000,1.7915914580080425,,,,,,,,5290000,4009541,75.7947258979206,PASS,PASS,344435625,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,75f25e1166b0529fd0519181fdcd00a46d1f1901be9a9d6505251af6ced07cca,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/delete-middle-4k-on-1mib-ops-1/verification.json,performance/edit_length_changing/delete-middle-4k-on-1mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
edit_length_changing,delete-middle-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,1,1,edit_commit_ns,8249333,PASS,PASS,15000000000,PASS,760981167,451074333,9080208,,1983375,6265958,111625,2666625,31080448,8019968,,unavailable: no host CPU counter in this route receipt,43687000,1.803129916996113,,,,,,,,6569875,1679458,25.563012994919994,PASS,PASS,357391042,f592c3ae20935d7623d465e8aacf22703c6861876d758117adba705110f2d0fc,446df40465ad55181b95112968f999534c7d6cb1a2f4d22b4014ecdda120b493,c2cb953968812a9e401ea362c4aa6cdeea9e03453fbdcaa651cfb01734914405,8400fa9b57ed5f4df9ba495af1eb63b277e6b19906751115fa43c8857586802c,sha256:8e74a58284a6e8c22ac9cbf60231f69217c3cae31c231ef17b0afd81726b8249,verification/edit_length_changing/delete-middle-4k-on-10mib-ops-1/verification.json,performance/edit_length_changing/delete-middle-4k-on-10mib-ops-1/perf.jsonl,directly-comparable,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically.",9f5a641d223606c45e5e6aa8a20094c12f9139a1
