family,case,tier,fixture_bytes,fixture_files,fixture_profile,seed,sample_count,timer,elapsed_ns,status,verification,target_ns,target_status,preparation_wall_ns,command_wall_ns,create_ns,exec_ns,sdk_edit_ns,commit_ns,visibility_ns,end_ns,host_peak_rss_bytes,container_peak_bytes,host_cpu_ns,host_cpu_scope,container_cpu_ns,verification_wall_seconds,apply_ns,git_first_status_ns,git_diff_ns,git_add_ns,git_cached_check_ns,git_commit_ns,git_final_status_ns,previous_elapsed_ns,difference_ns,difference_percent,resource_status,cleanup_status,cleanup_wall_ns,source_identity,product_identity,harness_identity,input_identity,image,proof_evidence,evidence
dedup_cdc_locality,dedup-cdc-insert-500,500,527384576,501,registered-fixture,,1,pure_call_sum_ns,136775833,PASS,PASS,15000000000,PASS,7949686167,497673208,,,,,,,48021504,5066752,,unavailable: no host CPU counter in this route receipt,14951000,17.712656499817967,,,,,,,,137175166,-399333,-0.29111173082159786,PASS,PASS,344166875,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,9c290e4c2a7c1d17754cccd6f440d9d7ac7c62ea0cc6d689fac30d3ab346b403,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-insert-500/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-insert-500/perf.jsonl
dedup_cdc_locality,dedup-cdc-delete-1,1,2093056,2,registered-fixture,,1,pure_call_sum_ns,4411750,PASS,PASS,15000000000,PASS,573782375,338550000,,,,,,,12386304,5136384,,unavailable: no host CPU counter in this route receipt,13591000,1.688861166127026,,,,,,,,4702959,-291209,-6.192037821295061,PASS,PASS,334171125,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,1b2076eaa19f857395a71bb46457febc3c890ddcc5f623acee65985ec5385a31,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-delete-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-delete-1/perf.jsonl
dedup_cdc_locality,dedup-cdc-delete-10,10,11493376,11,registered-fixture,,1,pure_call_sum_ns,18224917,PASS,PASS,15000000000,PASS,671049625,342567375,,,,,,,13762560,5128192,,unavailable: no host CPU counter in this route receipt,12880000,2.125135541893542,,,,,,,,19179250,-954333,-4.975861934121512,PASS,PASS,287204375,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,8e00e6c83a77a358f33bc8c8655b44f7de3e4e524595df4c60dace81dd66894c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-delete-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-delete-10/perf.jsonl
dedup_cdc_locality,dedup-cdc-delete-100,100,105496576,101,registered-fixture,,1,pure_call_sum_ns,33165583,PASS,PASS,15000000000,PASS,2101404041,385742750,,,,,,,26787840,5406720,,unavailable: no host CPU counter in this route receipt,12645000,5.0871890829876065,,,,,,,,33175625,-10042,-0.030269211205516098,PASS,PASS,335266250,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,c7d5db8a6bc1102e8ad359e4a780a0a3fe742c42a39ba35c0b57105d2857514c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-delete-100/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-delete-100/perf.jsonl
dedup_cdc_locality,dedup-cdc-delete-500,500,523288576,501,registered-fixture,,1,pure_call_sum_ns,130863875,PASS,PASS,15000000000,PASS,8315268834,488513125,,,,,,,44367872,5931008,,unavailable: no host CPU counter in this route receipt,12774000,18.953364375047386,,,,,,,,142974500,-12110625,-8.470479001500268,PASS,PASS,345236083,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,7f7ff08deb0846c5a3f10d37c47154ccf628553aefd9b2af0819ba5ee895d222,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-delete-500/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-delete-500/perf.jsonl
dedup_cdc_locality,dedup-cdc-common-body-1,1,2097152,2,registered-fixture,,1,pure_call_sum_ns,4125125,PASS,PASS,15000000000,PASS,517500584,337304083,,,,,,,12550144,4349952,,unavailable: no host CPU counter in this route receipt,14285000,1.6940456670708954,,,,,,,,4807959,-682834,-14.202159377814993,PASS,PASS,343188833,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,8c826bc6e9bee8d2e52d84b85b204b64f1335c7a589f3d1d7aa273e91419c2a9,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-common-body-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-common-body-1/perf.jsonl
dedup_cdc_locality,dedup-cdc-common-body-10,10,11534336,11,registered-fixture,,1,pure_call_sum_ns,20395333,PASS,PASS,15000000000,PASS,662975500,330959542,,,,,,,19955712,4870144,,unavailable: no host CPU counter in this route receipt,13722000,1.937447499949485,,,,,,,,20677083,-281750,-1.3626196693218284,PASS,PASS,345381125,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,5dcc6afb2cc031db0639b8892e88ce9824f9e84919872afb6d454ba01031ab04,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-common-body-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-common-body-10/perf.jsonl
dedup_cdc_locality,dedup-cdc-common-body-100,100,105906176,101,registered-fixture,,1,pure_call_sum_ns,58208209,PASS,PASS,15000000000,PASS,1930762083,384321625,,,,,,,61652992,4608000,,unavailable: no host CPU counter in this route receipt,13320000,4.916059957817197,,,,,,,,57154666,1053543,1.8433193188461638,PASS,PASS,346352167,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,77ea2b5437896a982ef0712fb6acf5bde9e52f0dbd30aef247f4e07ed265fe7c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-common-body-100/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-common-body-100/perf.jsonl
dedup_cdc_locality,dedup-cdc-common-body-500,500,525336576,501,registered-fixture,,1,pure_call_sum_ns,244350083,PASS,PASS,15000000000,PASS,7944016583,656299583,,,,,,,64208896,4878336,,unavailable: no host CPU counter in this route receipt,17690000,17.835566584020853,,,,,,,,254521792,-10171709,-3.996400041062103,PASS,PASS,353744875,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,fe020a00655a7e58a0eb17e674cb53eb22703b5f75208ec8a83e33b2e52f34e9,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-common-body-500/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-common-body-500/perf.jsonl
dedup_cdc_locality,dedup-cdc-scattered-1,1,2097152,2,registered-fixture,,1,pure_call_sum_ns,4647500,PASS,PASS,15000000000,PASS,507457541,340955750,,,,,,,14467072,5124096,,unavailable: no host CPU counter in this route receipt,12437000,1.7866018330678344,,,,,,,,4749500,-102000,-2.147594483629856,PASS,PASS,340578833,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,ebe92493cb5269d14f117b4f22bdb232a80664996602e1023518dda1f86d8f20,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-scattered-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-1/perf.jsonl
dedup_cdc_locality,dedup-cdc-scattered-10,10,11534336,11,registered-fixture,,1,pure_call_sum_ns,23469041,PASS,PASS,15000000000,PASS,731085417,394132250,,,,,,,33538048,5390336,,unavailable: no host CPU counter in this route receipt,12564000,2.0293574589304626,,,,,,,,24154250,-685209,-2.8368051171118953,PASS,PASS,341489084,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,526ecb3e85a743b44eaf89475f8e7ee6938fc20e9825d34f744d1953704dc455,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-scattered-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-10/perf.jsonl
dedup_cdc_locality,dedup-cdc-scattered-100,100,105906176,101,registered-fixture,,1,pure_call_sum_ns,89368333,PASS,PASS,15000000000,PASS,2064871292,499459083,,,,,,,61063168,4882432,,unavailable: no host CPU counter in this route receipt,14106000,5.280157791916281,,,,,,,,91016709,-1648376,-1.8110696575504615,PASS,PASS,388329959,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,3e2f4e5f7d9c77cfafcf6915903d9c32ba203aa0acfe0aedf4cabfc39b85fb4e,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-scattered-100/verification.json,performance/dedup_cdc_locality/dedup-cdc-scattered-100/perf.jsonl
dedup_cdc_locality,dedup-cdc-scattered-500,500,525336576,501,registered-fixture,,1,pure_call_sum_ns,483006833,PASS,PASS,15000000000,PASS,8401518416,970143167,,,,,,,63635456,5091328,,unavailable: no host CPU counter in this route receipt,16283000,19.78213316621259,,,,,,,,452848375,30158458,6.659725344051417,PASS,PASS,397872041,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,6e44d3b546f43baa3676e2f9c177384a4e6e0b594a5bec4ba241c043124fcf69,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-scattered-500/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-scattered-500/perf.jsonl
edit_length_preserving,overwrite-head-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,,1,edit_commit_ns,5777000,PASS,PASS,15000000000,PASS,761952834,389069792,7796917,,2050750,3726250,94959,2547750,31064064,4812800,,unavailable: no host CPU counter in this route receipt,37924000,4.893288208171725,,,,,,,,6942334,-1165334,-16.785910905467816,PASS,PASS,349582583,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,3d66ab30ea881a2cb0d9ffe54a45549ec8365f2302c662ebbc6f9c5d03c4a1f2,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-head-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-1mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-head-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,,1,edit_commit_ns,6154125,PASS,PASS,15000000000,PASS,932542333,391950042,7743000,,1974166,4179959,135375,2519166,31096832,5132288,,unavailable: no host CPU counter in this route receipt,39192000,2.007636707741767,,,,,,,,6978750,-824625,-11.816227834497582,PASS,PASS,351992583,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,11994c5a59dfb4cace2fa2e0edbe5daa6fa0c403174bcf4abe5fe849589a5acf,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-head-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-10mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-head-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,,1,edit_commit_ns,6651583,PASS,PASS,15000000000,PASS,2202968792,387482042,8681625,,1959667,4691916,109167,3107459,31162368,4636672,,unavailable: no host CPU counter in this route receipt,42996000,2.074364125262946,,,,,,,,7292333,-640750,-8.786625624474363,PASS,PASS,419409417,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,3b94a56882a9ef13e8e9da420578c52755e7ae9d7493fd38124a64fa49a6e8ba,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-head-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-100mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-head-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,,1,edit_commit_ns,8411084,PASS,PASS,15000000000,PASS,8435273208,397794166,8860791,,2691542,5719542,123834,3103250,31047680,5136384,,unavailable: no host CPU counter in this route receipt,44625000,10.349498459137976,,,,,,,,9354417,-943333,-10.08435907871116,PASS,PASS,762491708,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,23806ddc4e37456509e7eaaa661e9c12030360d48e7c0f836d5b23d69e31a80e,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-head-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-head-4k-on-500mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-middle-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,,1,edit_commit_ns,6138666,PASS,PASS,15000000000,PASS,503839042,342000875,7150500,,1897250,4241416,87542,2588417,31080448,4898816,,unavailable: no host CPU counter in this route receipt,37810000,1.4846038329415023,,,,,,,,6263667,-125001,-1.995652067710496,PASS,PASS,285980750,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,de371cc8f53f329c5214fb295ff4f5ca96b2f1179fc59f9454948e73cdedd662,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-middle-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-1mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-middle-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,,1,edit_commit_ns,5924958,PASS,PASS,15000000000,PASS,536201417,340635583,6635750,,1655958,4269000,124833,2737167,30621696,4898816,,unavailable: no host CPU counter in this route receipt,36786000,1.4658998753875494,,,,,,,,7385542,-1460584,-19.776260158022254,PASS,PASS,358963166,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,814de5a18950bf5b71a1770f863760a014a5893ee36ec185e0755d9844d3523d,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-middle-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-10mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-middle-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,,1,edit_commit_ns,6188333,PASS,PASS,15000000000,PASS,930304166,338690333,7229333,,1772916,4415417,97834,2361042,30916608,4636672,,unavailable: no host CPU counter in this route receipt,37201000,1.9178994167596102,,,,,,,,6625708,-437375,-6.601181337903814,PASS,PASS,428919084,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,be0922d61f3470e1d193ff0e2d2b2633adae7d3958337413824c8a48da7bbb67,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-middle-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-100mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-middle-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,,1,edit_commit_ns,7174000,PASS,PASS,15000000000,PASS,2598789625,384326000,6948500,,1987375,5186625,130375,2622166,31014912,5136384,,unavailable: no host CPU counter in this route receipt,41759000,3.9773077918216586,,,,,,,,8928292,-1754292,-19.64868532525594,PASS,PASS,715299208,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,b627cd87ad5bd31728c3bdc2d8290cbd8676d15e74aba7df55082367742db3b8,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-middle-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-middle-4k-on-500mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-tail-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,,1,edit_commit_ns,6112375,PASS,PASS,15000000000,PASS,512435291,390314958,7912709,,2017750,4094625,112375,2477917,31014912,5914624,,unavailable: no host CPU counter in this route receipt,39144000,1.6904152501374483,,,,,,,,6207209,-94834,-1.527804203145085,PASS,PASS,345600916,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,c4a8a22e198828dc1b0359ab6321323c3e88e5abb5929c500e22e6a5963a076f,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-tail-4k-on-1mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-1mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-tail-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,,1,edit_commit_ns,7265084,PASS,PASS,15000000000,PASS,533267708,387960834,11774250,,2349000,4916084,115709,2885083,30720000,4620288,,unavailable: no host CPU counter in this route receipt,42119000,1.5769604998640716,,,,,,,,6988708,276376,3.9546079189458196,PASS,PASS,358187834,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,08ddc0d9aa95dd3ac86b86b292229978d288cccf4c2ee90e6652e1d6892bbe75,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-tail-4k-on-10mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-10mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-tail-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,,1,edit_commit_ns,7631041,PASS,PASS,15000000000,PASS,877366292,398838333,7989625,,2410375,5220666,163917,2938000,30982144,5136384,,unavailable: no host CPU counter in this route receipt,44717000,2.0943664158694446,,,,,,,,8001375,-370334,-4.628379497273906,PASS,PASS,424090917,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,f0e66dcc194c4c8940d96b7054a37cf9a05d2dcb8871bbd4083bb423219ac99e,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-tail-4k-on-100mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-100mib-ops-1/perf.jsonl
edit_length_preserving,overwrite-tail-4k-on-500mib-ops-1,500,524288000,1,registered-fixture,,1,edit_commit_ns,9377875,PASS,PASS,15000000000,PASS,2491497125,440484625,10113416,,2317916,7059959,146042,3229416,30883840,5050368,,unavailable: no host CPU counter in this route receipt,50650000,4.1155280829407275,,,,,,,,8343125,1034750,12.402427148100982,PASS,PASS,808891916,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,d8217ada4735254db0afe86101919c289f1c499b3a449e93881877026560be65,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_preserving/overwrite-tail-4k-on-500mib-ops-1/verification.json,performance/edit_length_preserving/overwrite-tail-4k-on-500mib-ops-1/perf.jsonl
edit_length_changing,insert-middle-4k-on-1mib-ops-1,1,1048576,1,registered-fixture,,1,edit_commit_ns,5589750,PASS,PASS,15000000000,PASS,619883709,388549000,6300916,,1780208,3809542,101250,2408083,30900224,5136384,,unavailable: no host CPU counter in this route receipt,36293000,1.645815750118345,,,,,,,,6652125,-1062375,-15.970460567112013,PASS,PASS,400713625,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,40a97811081acee8c9fb46940434dba02e74ef77cbd373ca0c66e2e6663c2153,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_changing/insert-middle-4k-on-1mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-1mib-ops-1/perf.jsonl
edit_length_changing,insert-middle-4k-on-10mib-ops-1,10,10485760,1,registered-fixture,,1,edit_commit_ns,7396250,PASS,PASS,15000000000,PASS,642063042,389152583,7332375,,2539083,4857167,103333,3014541,30982144,4878336,,unavailable: no host CPU counter in this route receipt,42079000,1.629339958075434,,,,,,,,7750375,-354125,-4.569133751592664,PASS,PASS,354776083,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,782e97aca5ea013cb36668fc78b0081e92a678cf2d64bc4484ae71a08dc7bfaf,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_changing/insert-middle-4k-on-10mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-10mib-ops-1/perf.jsonl
edit_length_changing,insert-middle-4k-on-100mib-ops-1,100,104857600,1,registered-fixture,,1,edit_commit_ns,12439416,PASS,PASS,15000000000,PASS,873305167,386261084,10280125,,2867416,9572000,188166,4050000,30769152,4870144,,unavailable: no host CPU counter in this route receipt,57843000,2.126746834255755,,,,,,,,6844833,5594583,81.734397318386,PASS,PASS,417302458,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,6ee56dca16a966fc5ce3e327b0d001a73a67b4345a371192a5a5c3bcdb6ab094,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,requalification-sdk-v2/verification/edit_length_changing/insert-middle-4k-on-100mib-ops-1/verification.json,performance/edit_length_changing/insert-middle-4k-on-100mib-ops-1/perf.jsonl
