family,case,tier,fixture_bytes,fixture_files,fixture_profile,seed,sample_count,timer,elapsed_ns,status,verification,target_ns,target_status,preparation_wall_ns,command_wall_ns,create_ns,exec_ns,sdk_edit_ns,commit_ns,visibility_ns,end_ns,host_peak_rss_bytes,container_peak_bytes,host_cpu_ns,host_cpu_scope,container_cpu_ns,verification_wall_seconds,apply_ns,git_first_status_ns,git_diff_ns,git_add_ns,git_cached_check_ns,git_commit_ns,git_final_status_ns,previous_elapsed_ns,difference_ns,difference_percent,resource_status,cleanup_status,cleanup_wall_ns,source_identity,product_identity,harness_identity,input_identity,image,proof_evidence,evidence
dedup_workspace_reuse,dedup-workspace-exact-100,100,134217728,128,registered-fixture,,1,pure_call_sum_ns,840527750,PASS,PASS,15000000000,PASS,2697621584,1234739916,9195167,382532417,,443739791,76125,4984250,72400896,12849152,661315541,host process after-product minus before counters,156062000,7.579232375137508,,,,,,,,1039093252,-198565502,-19.10949778740359,PASS,PASS,442292334,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,e3acd771955ec79f9f7ce445aa3a40b49507f4f54159b70b98b271183ab7ed57,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-exact-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-100/perf.jsonl
dedup_workspace_reuse,dedup-workspace-exact-500,500,134217728,128,registered-fixture,,1,pure_call_sum_ns,4296598375,PASS,PASS,15000000000,PASS,962409916,4694491750,9803791,2422418792,,1858818375,105167,5452250,75071488,13721600,3327830083,host process after-product minus before counters,769120000,14.479497166816145,,,,,,,,5001113875,-704515500,-14.08717173031778,PASS,PASS,502625958,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,4433bd2d767f611ee1a108ba18f4de7cc63b16f3402eb5b5f5e4d365e9e6bd45,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-exact-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-exact-500/perf.jsonl
dedup_workspace_reuse,dedup-workspace-local-1-compact-v2,1,1048576,1,compact-low-tier-v2,,1,pure_call_sum_ns,30610293,PASS,PASS,15000000000,PASS,549359334,389571542,9086750,9273417,,9222542,76917,2950667,16875520,7729152,26709666,host process after-product minus before counters,21991000,1.6782422503456473,,,,,,,,32088708,-1478415,-4.607274932976423,PASS,PASS,350912667,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,b2791a2536fe041edf70cc0e960a6a22ab585ddbccd32d73509df9fd688dc75c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-local-1-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-1-compact-v2/perf.jsonl
dedup_workspace_reuse,dedup-workspace-local-10-compact-v2,10,10485760,10,compact-low-tier-v2,,1,pure_call_sum_ns,103153458,PASS,PASS,15000000000,PASS,531708083,439985583,7756083,42554000,,49848792,73042,2921541,42500096,10739712,85659917,host process after-product minus before counters,34294000,2.011282874736935,,,,,,,,118665168,-15511710,-13.071830817279086,PASS,PASS,352241625,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,b078b146ac7b20adcc6fa982c038edab91197a18c4c61b67fa0d4c03ed45beaa,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-local-10-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-10-compact-v2/perf.jsonl
dedup_workspace_reuse,dedup-workspace-local-100,100,134217728,128,registered-fixture,,1,pure_call_sum_ns,808387126,PASS,PASS,15000000000,PASS,926128833,1180351208,8464042,373829334,,414616500,82166,11395084,70975488,11059200,637024916,host process after-product minus before counters,155546000,5.887250042054802,,,,,,,,944918208,-136531082,-14.448984138953115,PASS,PASS,442133833,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,85907f9599d5a7cc23e5868b636dee0145388a8b9356828f7d4eaa2262df96fc,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-local-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-100/perf.jsonl
dedup_workspace_reuse,dedup-workspace-local-500,500,134217728,128,registered-fixture,,1,pure_call_sum_ns,4307360416,PASS,PASS,15000000000,PASS,1022517916,4677110542,9210166,2334954750,,1956752417,96375,6346708,76054528,13762560,3331097250,host process after-product minus before counters,719735000,14.32428654236719,,,,,,,,5033168877,-725808461,-14.420506816624345,PASS,PASS,435574042,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,92e01bf1107d8959ce4e7d86b4131e1e7ae8db954297a5c42c47db07e016341c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-local-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-local-500/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-1-compact-v2,1,1048576,1,compact-low-tier-v2,,1,pure_call_sum_ns,27475043,PASS,PASS,15000000000,PASS,544828250,393421625,6999084,9832625,,7919750,82959,2640625,15515648,7876608,28931959,host process after-product minus before counters,21156000,1.613851415924728,,,,,,,,29843916,-2368873,-7.93754077045385,PASS,PASS,349656375,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,49fa982b1d92cc115f8c664dc3099a2d9a70a1efe8a0f6158e149d4856f65970,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-1-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-1-compact-v2/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-10-compact-v2,10,10485760,10,compact-low-tier-v2,,1,pure_call_sum_ns,95669332,PASS,PASS,15000000000,PASS,628428375,439074250,7944666,43999000,,40485458,66708,3173500,40747008,10760192,78170709,host process after-product minus before counters,35135000,1.9447309169918299,,,,,,,,113607667,-17938335,-15.789722184859231,PASS,PASS,355559000,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,aa6b89f9e96c52605de2f8dc740cb9bb9c7523a609666a61a7edf6d9dfc1be5b,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-10-compact-v2/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-10-compact-v2/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-100,100,134217728,128,registered-fixture,,1,pure_call_sum_ns,768004167,PASS,PASS,15000000000,PASS,986491083,1200740083,9638208,376459709,,377740375,79083,4086792,69500928,13348864,549636459,host process after-product minus before counters,157231000,5.869120125193149,,,,,,,,889122000,-121117833,-13.622183794799813,PASS,PASS,527344042,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,aed98efc1693f26fab7b1531c2ffc62d1e4bcd06684284d2814246177b857d3b,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-100/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-100/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-500,500,134217728,128,registered-fixture,,1,pure_call_sum_ns,4319934208,PASS,PASS,15000000000,PASS,945014791,4862666500,8217750,2313265167,,1988327833,100250,10023208,74874880,12537856,2937224624,host process after-product minus before counters,733098000,14.501097959000617,,,,,,,,5078062624,-758128416,-14.929481421062523,PASS,PASS,542374333,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,eb5839d7500fdb5d0da061157a244dcabe3b9ca8fbb7954b578d643fc03169b9,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-500/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-500/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-1-base128-v3,1,134217728,128,registered-fixture,,1,pure_call_sum_ns,33382084,PASS,PASS,15000000000,PASS,979521292,445776625,9332917,12249708,,8867709,62792,2868958,38928384,7745536,45061291,host process after-product minus before counters,24114000,3.9754031249321997,,,,,,,,33568916,-186832,-0.5565625056227612,PASS,PASS,450370875,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,8372f1f39547e8b8d688197a3784680d063edc28c593e2f3fb039fbfc54c20fd,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-1-base128-v3/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-1-base128-v3/perf.jsonl
dedup_workspace_reuse,dedup-workspace-unique-10-base128-v3,10,134217728,128,registered-fixture,,1,pure_call_sum_ns,103006542,PASS,PASS,15000000000,PASS,1002555791,485903333,8019292,49071708,,43048917,80000,2786625,64634880,10829824,89070750,host process after-product minus before counters,37094000,3.9360759588889778,,,,,,,,134105375,-31098833,-23.18984828162182,PASS,PASS,440412292,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,891fa463f98a29a6bba920f13237d9cb44b3fa85606a7862c435797c41b308fc,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_workspace_reuse/dedup-workspace-unique-10-base128-v3/verification.json,performance/dedup_workspace_reuse/dedup-workspace-unique-10-base128-v3/perf.jsonl
dedup_cross_file,dedup-cross-file-anchor-1,1,1048576,1,registered-fixture,,1,pure_call_sum_ns,3808291,PASS,PASS,15000000000,PASS,548084666,337203167,,,,,,,11419648,4870144,,unavailable: no host CPU counter in this route receipt,13725000,1.5741568747907877,,,,,,,,4182000,-373709,-8.936131037780966,PASS,PASS,342038625,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,25e0c8538f68d5dcda16eb2e468d1e3137ebb2edb5b16caec496e4c9c107085a,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-anchor-1/verification.json,performance/dedup_cross_file/dedup-cross-file-anchor-1/perf.jsonl
dedup_cross_file,dedup-cross-file-unique-10,10,10485760,10,registered-fixture,,1,pure_call_sum_ns,22389542,PASS,PASS,15000000000,PASS,667915458,392169125,,,,,,,32129024,4886528,,unavailable: no host CPU counter in this route receipt,13073000,1.842995208222419,,,,,,,,24260917,-1871375,-7.713537785896551,PASS,PASS,350071250,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,d390fca693be0b14ae2dd30702c977798755e9701c2a480c8791b0d8102ff88c,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-unique-10/verification.json,performance/dedup_cross_file/dedup-cross-file-unique-10/perf.jsonl
dedup_cross_file,dedup-cross-file-unique-100,100,104857600,100,registered-fixture,,1,pure_call_sum_ns,93266750,PASS,PASS,15000000000,PASS,1583048750,501874041,,,,,,,62242816,4608000,,unavailable: no host CPU counter in this route receipt,13405000,3.9533258751034737,,,,,,,,106949167,-13682417,-12.793383421116314,PASS,PASS,349462667,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,2e50a1f059a0396d8a35f1a2c910f1cac59ddc28515cbc606f11e871671a81b9,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-unique-100/verification.json,performance/dedup_cross_file/dedup-cross-file-unique-100/perf.jsonl
dedup_cross_file,dedup-cross-file-unique-500,500,524288000,500,registered-fixture,,1,pure_call_sum_ns,444949333,PASS,PASS,15000000000,PASS,5475804166,979865583,,,,,,,64847872,5136384,,unavailable: no host CPU counter in this route receipt,17104000,13.830102666746825,,,,,,,,458245542,-13296209,-2.9015468305417795,PASS,PASS,475626000,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,58f0ac2efd07eb1b446ffd00e502adbb7962eecb7d2477a798f31130e6b7f22b,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-unique-500/verification.json,performance/dedup_cross_file/dedup-cross-file-unique-500/perf.jsonl
dedup_cross_file,dedup-cross-file-identical-10,10,10485760,10,registered-fixture,,1,pure_call_sum_ns,18395375,PASS,PASS,15000000000,PASS,757908292,391479584,,,,,,,12140544,4612096,,unavailable: no host CPU counter in this route receipt,16490000,1.8481676252558827,,,,,,,,18807541,-412166,-2.1914932951628288,PASS,PASS,344239375,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,e743574a9865dc1f5b4e1604ad9fb8d76f7630ba85ef9cdd18ee2eee8e6e7a16,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-identical-10/verification.json,performance/dedup_cross_file/dedup-cross-file-identical-10/perf.jsonl
dedup_cross_file,dedup-cross-file-identical-100,100,104857600,100,registered-fixture,,1,pure_call_sum_ns,28959584,PASS,PASS,15000000000,PASS,1507104333,389147917,,,,,,,15056896,4878336,,unavailable: no host CPU counter in this route receipt,15299000,3.2244128747843206,,,,,,,,29554042,-594458,-2.0114270663890914,PASS,PASS,345356667,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,46b14d76c3f222bb13ece42592ed1dc2f65f3267476adba5b9f0318eb8c7d165,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-identical-100/verification.json,performance/dedup_cross_file/dedup-cross-file-identical-100/perf.jsonl
dedup_cross_file,dedup-cross-file-identical-500,500,524288000,500,registered-fixture,,1,pure_call_sum_ns,110630125,PASS,PASS,15000000000,PASS,5576183291,444413709,,,,,,,17006592,5144576,,unavailable: no host CPU counter in this route receipt,16656000,9.846022041980177,,,,,,,,111170167,-540042,-0.48577960668170983,PASS,PASS,346368208,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,7ca3d8d3727f979400f588c75c59d0c96d9ea6799ce726ee6ccd9c151717fea5,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-identical-500/verification.json,performance/dedup_cross_file/dedup-cross-file-identical-500/perf.jsonl
dedup_cross_file,dedup-cross-file-mixed-10,10,10485760,10,registered-fixture,,1,pure_call_sum_ns,24046375,PASS,PASS,15000000000,PASS,603320375,394724792,,,,,,,28278784,5156864,,unavailable: no host CPU counter in this route receipt,13391000,1.80004091700539,,,,,,,,25752667,-1706292,-6.625690457613574,PASS,PASS,349124375,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,2a5881cdb089a859f9ee2325ecd7e3ce2f174cb4254c31bb4e2a337e853f3f95,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-mixed-10/verification.json,performance/dedup_cross_file/dedup-cross-file-mixed-10/perf.jsonl
dedup_cross_file,dedup-cross-file-mixed-100,100,104857600,100,registered-fixture,,1,pure_call_sum_ns,113943625,PASS,PASS,15000000000,PASS,1495965875,498977083,,,,,,,66420736,4603904,,unavailable: no host CPU counter in this route receipt,13258000,3.9346542921848595,,,,,,,,113707167,236458,0.20795347051430804,PASS,PASS,345103625,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,65ad7c0c70db82b1335f7d489c438cecd549029b27f826aa2be358922a5f0bdd,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-mixed-100/verification.json,performance/dedup_cross_file/dedup-cross-file-mixed-100/perf.jsonl
dedup_cross_file,dedup-cross-file-mixed-500,500,524288000,500,registered-fixture,,1,pure_call_sum_ns,541992375,PASS,PASS,15000000000,PASS,5478726666,1033476792,,,,,,,69386240,4816896,,unavailable: no host CPU counter in this route receipt,14413000,13.190160249825567,,,,,,,,535620500,6371875,1.1896249303378044,PASS,PASS,398977791,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,f4e7d486a55bd9ebb3a83dc400d1e1c3a9e97c4b4a640188874a7fc8537f77f3,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cross_file/dedup-cross-file-mixed-500/verification.json,performance/dedup_cross_file/dedup-cross-file-mixed-500/perf.jsonl
dedup_cdc_locality,dedup-cdc-overwrite-1,1,2097152,2,registered-fixture,,1,pure_call_sum_ns,4002292,PASS,PASS,15000000000,PASS,525130167,329773667,,,,,,,12075008,4866048,,unavailable: no host CPU counter in this route receipt,15701000,1.9819096252322197,,,,,,,,4091083,-88791,-2.170354402489512,PASS,PASS,334008583,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,3459e86d00dc1cf2594709560ac404b9880022934048c6628fae8ddfc362b532,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-overwrite-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-overwrite-1/perf.jsonl
dedup_cdc_locality,dedup-cdc-overwrite-10,10,11534336,11,registered-fixture,,1,pure_call_sum_ns,20448459,PASS,PASS,15000000000,PASS,741216666,340219209,,,,,,,13058048,5177344,,unavailable: no host CPU counter in this route receipt,12859000,2.1752002499997616,,,,,,,,18875625,1572834,8.332619449687096,PASS,PASS,345680750,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,5bd39c0a659221e0866d83bb56c60c5bff1d2db1973f1cac9b80ee1adf4cae30,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-overwrite-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-overwrite-10/perf.jsonl
dedup_cdc_locality,dedup-cdc-overwrite-100,100,105906176,101,registered-fixture,,1,pure_call_sum_ns,30952625,PASS,PASS,15000000000,PASS,1971688208,381434916,,,,,,,21299200,4898816,,unavailable: no host CPU counter in this route receipt,13302000,4.911127625033259,,,,,,,,31456458,-503833,-1.6016838259412423,PASS,PASS,342107333,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,dc6f04a32c2dda60d15a717089fe469312a7288b976d98d21de99749a4fdc6fd,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-overwrite-100/verification.json,performance/dedup_cdc_locality/dedup-cdc-overwrite-100/perf.jsonl
dedup_cdc_locality,dedup-cdc-overwrite-500,500,525336576,501,registered-fixture,,1,pure_call_sum_ns,122035083,PASS,PASS,15000000000,PASS,7686641917,490146042,,,,,,,40796160,5136384,,unavailable: no host CPU counter in this route receipt,12579000,17.282971000298858,,,,,,,,133688000,-11652917,-8.716501855065525,PASS,PASS,346808583,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,7d2e80cab58eb8ba343d1e689f199fb57985f0f5f2c89811f3d2eca2d7aeb479,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-overwrite-500/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-overwrite-500/perf.jsonl
dedup_cdc_locality,dedup-cdc-insert-1,1,2101248,2,registered-fixture,,1,pure_call_sum_ns,3897167,PASS,PASS,15000000000,PASS,671542958,381138250,,,,,,,12042240,5058560,,unavailable: no host CPU counter in this route receipt,13229000,1.7598338327370584,,,,,,,,4784250,-887083,-18.541735904269217,PASS,PASS,347221541,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,7cd12e9e9ed61619514c3567492f24ada802f034294c5f9575a564820172a93e,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-insert-1/verification.json,performance/dedup_cdc_locality/dedup-cdc-insert-1/perf.jsonl
dedup_cdc_locality,dedup-cdc-insert-10,10,11575296,11,registered-fixture,,1,pure_call_sum_ns,18057833,PASS,PASS,15000000000,PASS,664446667,329667709,,,,,,,13664256,4628480,,unavailable: no host CPU counter in this route receipt,13130000,1.9468696247786283,,,,,,,,19287167,-1229334,-6.373844328718676,PASS,PASS,336892584,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,bc6abd21748ad56ee1d6d049362e6907cfa354c356a6f7b030f6b1d9f39eb98d,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-insert-10/verification.json,performance/dedup_cdc_locality/dedup-cdc-insert-10/perf.jsonl
dedup_cdc_locality,dedup-cdc-insert-100,100,106315776,101,registered-fixture,,1,pure_call_sum_ns,34183250,PASS,PASS,15000000000,PASS,2015913458,389107750,,,,,,,27934720,4874240,,unavailable: no host CPU counter in this route receipt,13187000,4.800869207829237,,,,,,,,34633667,-450417,-1.300517788081753,PASS,PASS,341526583,1bedaeaa3d564286b8ff6a77365d3d7b144a6dc97e236466fa7066826a6acd19,3c797bc6dbfd9b03b919c270b609cad839000b68d67e34f3b00d24717e07f39a,91ef300dcb8b8bd17be59dbf2e54b90d36aee62d492cc493dda3f0cfb3ab92cb,ba8ef8789c8bd5573cc3b3ddb9ffc9809f5e045215b81e48641734a385ba6d36,sha256:9975b10f41d41af17ec0cdd625d587d67f618db475d9390e3c1fe1a31fbe0865,verification/dedup_cdc_locality/dedup-cdc-insert-100/verification.json.gz,performance/dedup_cdc_locality/dedup-cdc-insert-100/perf.jsonl
